data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,gorod_zagruzki,gorod_razgruzki,rasstoyanie_km,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,identification_otklonenie_ot_plana_dney,srok_dostavki,tonnazh_gruza_tonn,obem_gruza_m3,kolichestvo_pozitsiy,tarif_summa,sebestoimost_perevozki,pribyl
2025-07-05,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Челябинск,Москва,2510.24,Volvo FH,Тент,25.0,2025-08-14,2025-08-18,2025-08-21,Тревожный,4,22.89,61.39,52,366488,297495,68993
2025-07-05,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Петрозаводск,Новосибирск,3820.69,Volvo FH,Тент,25.0,2025-07-15,2025-08-15,2025-08-23,Тревожный,3,16.98,46.94,26,493917,297977,195940
2025-07-30,Доставлена,некоммерческая организация,коммерческая компания,Продукты питания,Нижний Новгород,Калининград,2582.2,КАМАЗ 5490,Рефрижератор,10.0,2025-07-18,2025-07-20,2025-08-12,Незначительный,2,5.24,15.27,32,347476,225549,121927
2025-08-26,В пути,коммерческая компания,коммерческая компания,Опасный груз,Омск,Челябинск,1083.1,MAN TGS,Бортовой,25.0,2025-07-24,2025-08-24,,Тревожный,3,13.9,42.89,74,141289,106483,34807
2025-08-08,В пути,интернет-магазин,коммерческая компания,ТНП,Уфа,Екатеринбург,2923.02,ГАЗель Next,Фургон,10.0,2025-07-23,2025-07-31,,Нарушенный,8,9.59,25.6,21,398058,292942,105116
2025-07-13,В пути,коммерческая компания,некоммерческая организация,Опасный груз,Москва,Новосибирск,3669.99,Volvo FH,Фургон,20.0,2025-08-06,2025-08-12,,Нарушенный,6,18.72,61.18,80,425962,328772,97190
2025-08-08,Доставлена,коммерческая компания,коммерческая компания,Сырье,Нижний Новгород,Калининград,704.42,Volvo FH,Тент,10.0,2025-07-16,2025-07-30,2025-08-23,Незначительный,1,5.81,18.66,58,99984,71424,28560
2025-08-12,Доставлена,коммерческая компания,коммерческая компания,Оборудование,Воронеж,Санкт-Петербург,3145.3,Scania R-series,Тент,20.0,2025-07-21,2025-08-03,2025-08-15,Незначительный,1,15.18,47.16,17,422264,271007,151258
2025-08-28,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Калининград,Казань,3084.55,Volvo FH,Бортовой,5.0,2025-07-01,2025-07-22,2025-08-21,Незначительный,2,3.02,8.15,13,419745,267864,151882
2025-07-06,Отменена,интернет-магазин,коммерческая компания,ТНП,Екатеринбург,Самара,1780.7,Scania R-series,Фургон,10.0,,,,Незначительный,0,8.03,26.12,46,216688,174445,42243
2025-07-04,Доставлена,коммерческая компания,некоммерческая организация,Оборудование,Пермь,Волгоград,3016.42,Volvo FH,Фургон,10.0,2025-07-24,2025-07-29,2025-08-12,Нарушенный,5,6.0,18.55,57,411244,285530,125713
2025-08-03,Доставлена,интернет-магазин,индивидуальный предприниматель,ТНП,Пермь,Сочи,4202.99,MAN TGS,Рефрижератор,5.0,2025-08-06,2025-08-17,2025-08-20,Незначительный,1,3.84,12.11,20,494971,424078,70893
2025-07-26,Доставлена,коммерческая компания,некоммерческая организация,Стройматериалы,Омск,Екатеринбург,1303.34,Volvo FH,Тент,20.0,2025-08-11,2025-08-13,2025-08-18,Незначительный,2,13.61,36.1,82,174158,151703,22455
2025-08-10,Отменена,коммерческая компания,коммерческая компания,Стройматериалы,Волгоград,Москва,2851.43,MAN TGS,Тент,25.0,,,,Незначительный,0,21.89,69.07,16,411064,338105,72959
2025-08-07,Доставлена,интернет-магазин,некоммерческая организация,ТНП,Сочи,Казань,2377.47,Volvo FH,Тент,10.0,2025-07-23,2025-07-27,2025-08-30,Тревожный,4,7.84,20.77,50,270364,167954,102410
2025-07-21,Доставлена,коммерческая компания,коммерческая компания,Продукты питания,Воронеж,Омск,3017.65,Volvo FH,Бортовой,10.0,2025-07-13,2025-08-10,2025-08-20,Незначительный,2,8.9,26.66,87,426502,327833,98669
2025-07-04,Отменена,коммерческая компания,коммерческая компания,Опасный груз,Казань,Самара,4843.94,Scania R-series,Фургон,10.0,,,,Незначительный,0,9.64,28.36,64,723191,597926,125265
2025-08-01,В пути,коммерческая компания,коммерческая компания,Сырье,Уфа,Ростов-на-Дону,999.49,MAN TGS,Рефрижератор,25.0,2025-08-14,2025-08-25,,Незначительный,1,20.54,58.03,84,128710,84813,43897
2025-08-02,Доставлена,некоммерческая организация,коммерческая компания,Продукты питания,Ростов-на-Дону,Самара,2556.42,Volvo FH,Бортовой,25.0,2025-07-09,2025-08-20,2025-08-26,Тревожный,4,23.65,59.73,57,278639,200182,78457
2025-08-26,Доставлена,коммерческая компания,коммерческая компания,Опасный груз,Челябинск,Самара,3260.91,ГАЗель Next,Тент,10.0,2025-07-05,2025-07-16,2025-07-23,Незначительный,1,6.37,19.4,20,360274,218729,141545
2025-07-19,Отменена,коммерческая компания,некоммерческая организация,Оборудование,Ростов-на-Дону,Новосибирск,3211.27,Volvo FH,Цистерна,10.0,,,,Незначительный,0,7.8,26.87,86,421909,319421,102488
2025-07-08,В пути,коммерческая компания,коммерческая компания,Оборудование,Воронеж,Хабаровск,1924.48,КАМАЗ 5490,Тент,20.0,2025-07-15,2025-07-29,,Незначительный,1,18.61,55.87,42,280317,175155,105162
2025-08-10,В пути,коммерческая компания,коммерческая компания,Опасный груз,Мурманск,Самара,3580.69,КАМАЗ 5490,Рефрижератор,25.0,2025-08-19,2025-08-22,,Тревожный,3,19.92,50.14,67,365535,260211,105324
2025-07-18,Доставлена,коммерческая компания,коммерческая компания,Стройматериалы,Самара,Владивосток,2471.53,Scania R-series,Фургон,5.0,2025-07-27,2025-07-31,2025-08-08,Тревожный,4,2.95,7.4,5,369672,258454,111219
2025-07-20,В пути,индивидуальный предприниматель,коммерческая компания,Стройматериалы,Владивосток,Нижний Новгород,3442.81,КАМАЗ 5490,Бортовой,5.0,2025-07-06,2025-07-13,,Нарушенный,7,4.76,15.42,46,407195,341150,66045
2025-07-13,Запланирована,некоммерческая организация,коммерческая компания,Оборудование,Нижний Новгород,Санкт-Петербург,2442.64,Volvo FH,Фургон,25.0,,2025-07-23,,Незначительный,0,13.49,44.92,73,299841,235869,63973
2025-08-03,Доставлена,индивидуальный предприниматель,коммерческая компания,Сырье,Нижний Новгород,Ростов-на-Дону,1449.27,ГАЗель Next,Бортовой,25.0,2025-07-24,2025-08-14,2025-08-18,Незначительный,2,14.76,47.14,60,169968,120356,49613
2025-07-10,Отменена,коммерческая компания,коммерческая компания,Оборудование,Москва,Калининград,960.14,Scania R-series,Бортовой,10.0,,,,Незначительный,0,9.33,29.99,75,123840,78547,45293
2025-07-27,Доставлена,некоммерческая организация,коммерческая компания,Продукты питания,Омск,Красноярск,4189.55,MAN TGS,Рефрижератор,20.0,2025-07-10,2025-08-03,2025-08-20,Незначительный,2,16.65,57.16,86,532628,405693,126935
